ServiceDescriptor;ServiceDescriptor._implementationType;ServiceDescriptor._implementationInstance;ServiceDescriptor._implementationFactory;ServiceDescriptor.Lifetime;ServiceDescriptor.ServiceKey;ServiceDescriptor.ServiceType;ServiceDescriptor.ImplementationType;ServiceDescriptor.KeyedImplementationType;ServiceDescriptor.ImplementationInstance;ServiceDescriptor.KeyedImplementationInstance;ServiceDescriptor.ImplementationFactory;ServiceDescriptor.KeyedImplementationFactory;ServiceDescriptor.IsKeyedService
"ServiceType: Microsoft.AspNetCore.Components.Routing.INavigationInterception Lifetime: Scoped ImplementationType: Microsoft.AspNetCore.Components.Endpoints.UnsupportedNavigationInterception";Microsoft.AspNetCore.Components.Endpoints.UnsupportedNavigationInterception;"";"";Scoped;"";Microsoft.AspNetCore.Components.Routing.INavigationInterception;Microsoft.AspNetCore.Components.Endpoints.UnsupportedNavigationInterception;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Components.Routing.IRoutingStateProvider Lifetime: Scoped ImplementationFactory: Microsoft.AspNetCore.Components.Routing.IRoutingStateProvider <AddRazorComponents>b__0_3(System.IServiceProvider)";"";"";System.Func`2[System.IServiceProvider,Microsoft.AspNetCore.Components.Routing.IRoutingStateProvider];Scoped;"";Microsoft.AspNetCore.Components.Routing.IRoutingStateProvider;"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";System.Func`2[System.IServiceProvider,Microsoft.AspNetCore.Components.Routing.IRoutingStateProvider];"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Components.Routing.IScrollToLocationHash Lifetime: Scoped ImplementationType: Microsoft.AspNetCore.Components.Endpoints.UnsupportedScrollToLocationHash";Microsoft.AspNetCore.Components.Endpoints.UnsupportedScrollToLocationHash;"";"";Scoped;"";Microsoft.AspNetCore.Components.Routing.IScrollToLocationHash;Microsoft.AspNetCore.Components.Endpoints.UnsupportedScrollToLocationHash;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Components.Web.IErrorBoundaryLogger Lifetime: Scoped ImplementationType: Microsoft.AspNetCore.Components.Endpoints.PrerenderingErrorBoundaryLogger";Microsoft.AspNetCore.Components.Endpoints.PrerenderingErrorBoundaryLogger;"";"";Scoped;"";Microsoft.AspNetCore.Components.Web.IErrorBoundaryLogger;Microsoft.AspNetCore.Components.Endpoints.PrerenderingErrorBoundaryLogger;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Connections.IConnectionListenerFactory Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Server.Kestrel.Transport.NamedPipes.Internal.NamedPipeTransportFactory";Microsoft.AspNetCore.Server.Kestrel.Transport.NamedPipes.Internal.NamedPipeTransportFactory;"";"";Singleton;"";Microsoft.AspNetCore.Connections.IConnectionListenerFactory;Microsoft.AspNetCore.Server.Kestrel.Transport.NamedPipes.Internal.NamedPipeTransportFactory;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Connections.IConnectionListenerFactory Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.SocketTransportFactory";Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.SocketTransportFactory;"";"";Singleton;"";Microsoft.AspNetCore.Connections.IConnectionListenerFactory;Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.SocketTransportFactory;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Cors.Infrastructure.ICorsPolicyProvider Lifetime: Transient ImplementationType: Microsoft.AspNetCore.Cors.Infrastructure.DefaultCorsPolicyProvider";Microsoft.AspNetCore.Cors.Infrastructure.DefaultCorsPolicyProvider;"";"";Transient;"";Microsoft.AspNetCore.Cors.Infrastructure.ICorsPolicyProvider;Microsoft.AspNetCore.Cors.Infrastructure.DefaultCorsPolicyProvider;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Cors.Infrastructure.ICorsService Lifetime: Transient ImplementationType: Microsoft.AspNetCore.Cors.Infrastructure.CorsService";Microsoft.AspNetCore.Cors.Infrastructure.CorsService;"";"";Transient;"";Microsoft.AspNetCore.Cors.Infrastructure.ICorsService;Microsoft.AspNetCore.Cors.Infrastructure.CorsService;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.DataProtection.IDataProtectionProvider Lifetime: Singleton ImplementationFactory: Microsoft.AspNetCore.DataProtection.IDataProtectionProvider <AddDataProtectionServices>b__2_0(System.IServiceProvider)";"";"";System.Func`2[System.IServiceProvider,Microsoft.AspNetCore.DataProtection.IDataProtectionProvider];Singleton;"";Microsoft.AspNetCore.DataProtection.IDataProtectionProvider;"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";System.Func`2[System.IServiceProvider,Microsoft.AspNetCore.DataProtection.IDataProtectionProvider];"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.DataProtection.Infrastructure.IApplicationDiscriminator Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.DataProtection.Internal.HostingApplicationDiscriminator";Microsoft.AspNetCore.DataProtection.Internal.HostingApplicationDiscriminator;"";"";Singleton;"";Microsoft.AspNetCore.DataProtection.Infrastructure.IApplicationDiscriminator;Microsoft.AspNetCore.DataProtection.Internal.HostingApplicationDiscriminator;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.DataProtection.Internal.IActivator Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.DataProtection.TypeForwardingActivator";Microsoft.AspNetCore.DataProtection.TypeForwardingActivator;"";"";Singleton;"";Microsoft.AspNetCore.DataProtection.Internal.IActivator;Microsoft.AspNetCore.DataProtection.TypeForwardingActivator;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.DataProtection.IRegistryPolicyResolver Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.DataProtection.RegistryPolicyResolver";Microsoft.AspNetCore.DataProtection.RegistryPolicyResolver;"";"";Singleton;"";Microsoft.AspNetCore.DataProtection.IRegistryPolicyResolver;Microsoft.AspNetCore.DataProtection.RegistryPolicyResolver;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.DataProtection.KeyManagement.IKeyManager Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager";Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager;"";"";Singleton;"";Microsoft.AspNetCore.DataProtection.KeyManagement.IKeyManager;Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.DataProtection.KeyManagement.Internal.IDefaultKeyResolver Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.DataProtection.KeyManagement.DefaultKeyResolver";Microsoft.AspNetCore.DataProtection.KeyManagement.DefaultKeyResolver;"";"";Singleton;"";Microsoft.AspNetCore.DataProtection.KeyManagement.Internal.IDefaultKeyResolver;Microsoft.AspNetCore.DataProtection.KeyManagement.DefaultKeyResolver;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.DataProtection.KeyManagement.Internal.IKeyRingProvider Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider";Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider;"";"";Singleton;"";Microsoft.AspNetCore.DataProtection.KeyManagement.Internal.IKeyRingProvider;Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.DataProtection.XmlEncryption.ICertificateResolver Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.DataProtection.XmlEncryption.CertificateResolver";Microsoft.AspNetCore.DataProtection.XmlEncryption.CertificateResolver;"";"";Singleton;"";Microsoft.AspNetCore.DataProtection.XmlEncryption.ICertificateResolver;Microsoft.AspNetCore.DataProtection.XmlEncryption.CertificateResolver;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Hosting.Builder.IApplicationBuilderFactory Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Hosting.Builder.ApplicationBuilderFactory";Microsoft.AspNetCore.Hosting.Builder.ApplicationBuilderFactory;"";"";Singleton;"";Microsoft.AspNetCore.Hosting.Builder.IApplicationBuilderFactory;Microsoft.AspNetCore.Hosting.Builder.ApplicationBuilderFactory;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Hosting.HostingMetrics Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Hosting.HostingMetrics";Microsoft.AspNetCore.Hosting.HostingMetrics;"";"";Singleton;"";Microsoft.AspNetCore.Hosting.HostingMetrics;Microsoft.AspNetCore.Hosting.HostingMetrics;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Hosting.IApplicationLifetime Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Hosting.GenericWebHostApplicationLifetime";Microsoft.AspNetCore.Hosting.GenericWebHostApplicationLifetime;"";"";Singleton;"";Microsoft.AspNetCore.Hosting.IApplicationLifetime;Microsoft.AspNetCore.Hosting.GenericWebHostApplicationLifetime;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Hosting.IHostingEnvironment Lifetime: Singleton ImplementationInstance: Microsoft.AspNetCore.Hosting.HostingEnvironment";"";Microsoft.AspNetCore.Hosting.HostingEnvironment;"";Singleton;"";Microsoft.AspNetCore.Hosting.IHostingEnvironment;"";"Exception has been thrown by the target of an invocation.";Microsoft.AspNetCore.Hosting.HostingEnvironment;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Hosting.IStartupFilter Lifetime: Singleton ImplementationInstance: Microsoft.AspNetCore.Watch.BrowserRefresh.HostingStartup";"";Microsoft.AspNetCore.Watch.BrowserRefresh.HostingStartup;"";Singleton;"";Microsoft.AspNetCore.Hosting.IStartupFilter;"";"Exception has been thrown by the target of an invocation.";Microsoft.AspNetCore.Watch.BrowserRefresh.HostingStartup;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Hosting.IStartupFilter Lifetime: Singleton ImplementationInstance: Microsoft.WebTools.ApiEndpointDiscovery.HostingStartup";"";Microsoft.WebTools.ApiEndpointDiscovery.HostingStartup;"";Singleton;"";Microsoft.AspNetCore.Hosting.IStartupFilter;"";"Exception has been thrown by the target of an invocation.";Microsoft.WebTools.ApiEndpointDiscovery.HostingStartup;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Hosting.IStartupFilter Lifetime: Singleton ImplementationInstance: Microsoft.WebTools.BrowserLink.Net.HostingStartup";"";Microsoft.WebTools.BrowserLink.Net.HostingStartup;"";Singleton;"";Microsoft.AspNetCore.Hosting.IStartupFilter;"";"Exception has been thrown by the target of an invocation.";Microsoft.WebTools.BrowserLink.Net.HostingStartup;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Hosting.IStartupFilter Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Filters.MiddlewareFilterBuilderStartupFilter";Microsoft.AspNetCore.Mvc.Filters.MiddlewareFilterBuilderStartupFilter;"";"";Singleton;"";Microsoft.AspNetCore.Hosting.IStartupFilter;Microsoft.AspNetCore.Mvc.Filters.MiddlewareFilterBuilderStartupFilter;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Hosting.IStartupFilter Lifetime: Transient ImplementationType: Microsoft.AspNetCore.ForwardedHeadersStartupFilter";Microsoft.AspNetCore.ForwardedHeadersStartupFilter;"";"";Transient;"";Microsoft.AspNetCore.Hosting.IStartupFilter;Microsoft.AspNetCore.ForwardedHeadersStartupFilter;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Hosting.IStartupFilter Lifetime: Transient ImplementationType: Microsoft.AspNetCore.HostFilteringStartupFilter";Microsoft.AspNetCore.HostFilteringStartupFilter;"";"";Transient;"";Microsoft.AspNetCore.Hosting.IStartupFilter;Microsoft.AspNetCore.HostFilteringStartupFilter;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Hosting.IWebHostEnvironment Lifetime: Singleton ImplementationInstance: Microsoft.AspNetCore.Hosting.HostingEnvironment";"";Microsoft.AspNetCore.Hosting.HostingEnvironment;"";Singleton;"";Microsoft.AspNetCore.Hosting.IWebHostEnvironment;"";"Exception has been thrown by the target of an invocation.";Microsoft.AspNetCore.Hosting.HostingEnvironment;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Hosting.Server.IServer Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Server.Kestrel.Core.KestrelServerImpl";Microsoft.AspNetCore.Server.Kestrel.Core.KestrelServerImpl;"";"";Singleton;"";Microsoft.AspNetCore.Hosting.Server.IServer;Microsoft.AspNetCore.Server.Kestrel.Core.KestrelServerImpl;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Http.IHttpContextFactory Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Http.DefaultHttpContextFactory";Microsoft.AspNetCore.Http.DefaultHttpContextFactory;"";"";Singleton;"";Microsoft.AspNetCore.Http.IHttpContextFactory;Microsoft.AspNetCore.Http.DefaultHttpContextFactory;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Http.IMiddlewareFactory Lifetime: Scoped ImplementationType: Microsoft.AspNetCore.Http.MiddlewareFactory";Microsoft.AspNetCore.Http.MiddlewareFactory;"";"";Scoped;"";Microsoft.AspNetCore.Http.IMiddlewareFactory;Microsoft.AspNetCore.Http.MiddlewareFactory;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Http.IProblemDetailsWriter Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Infrastructure.DefaultApiProblemDetailsWriter";Microsoft.AspNetCore.Mvc.Infrastructure.DefaultApiProblemDetailsWriter;"";"";Singleton;"";Microsoft.AspNetCore.Http.IProblemDetailsWriter;Microsoft.AspNetCore.Mvc.Infrastructure.DefaultApiProblemDetailsWriter;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Abstractions.IActionDescriptorProvider Lifetime: Transient ImplementationType: Microsoft.AspNetCore.Mvc.ApplicationModels.ControllerActionDescriptorProvider";Microsoft.AspNetCore.Mvc.ApplicationModels.ControllerActionDescriptorProvider;"";"";Transient;"";Microsoft.AspNetCore.Mvc.Abstractions.IActionDescriptorProvider;Microsoft.AspNetCore.Mvc.ApplicationModels.ControllerActionDescriptorProvider;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Abstractions.IActionInvokerProvider Lifetime: Transient ImplementationType: Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvokerProvider";Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvokerProvider;"";"";Transient;"";Microsoft.AspNetCore.Mvc.Abstractions.IActionInvokerProvider;Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvokerProvider;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.ActionConstraints.ActionConstraintCache Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.ActionConstraints.ActionConstraintCache";Microsoft.AspNetCore.Mvc.ActionConstraints.ActionConstraintCache;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.ActionConstraints.ActionConstraintCache;Microsoft.AspNetCore.Mvc.ActionConstraints.ActionConstraintCache;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
